FT & Debug Time between Rdpts_norm,Quantity_norm,Readpoint Duration_norm,Slots Use_norm,Sockets per BIB_norm,System Config_ABI,System Config_HPB4,System Config_HPB5,System Config_nan,Tray Type_ABI,Tray Type_HFTT,Tray Type_HPB5C,Tray Type_Std TT,Tray Type_nan,day_of_week,is_weekend,total_duration_hours,kmeans_cluster,dbscan_cluster
0.12849068394369478,-0.15081995004538867,-0.48146848699039874,-1.3810953937549504,1.7207302088359082,0,1,0,0,0,0,0,1,0,0,0,4392.0,1,-1
0.12849068394369478,-0.15081995004538867,0.13687525967952896,-1.3810953937549504,1.7207302088359082,0,1,0,0,0,0,0,1,0,0,0,4392.0,1,-1
-0.7749678202783598,-0.5168618629823947,-0.7185002565472043,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,0
-0.7749678202783598,-0.5168618629823947,-0.48146848699039874,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,0
-0.7749678202783598,-0.5168618629823947,0.13687525967952896,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,-1
-0.7749678202783598,-0.5168618629823947,1.8476262921329956,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,-1
-0.7749678202783598,-0.5168618629823947,-0.7185002565472043,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,0
-0.7749678202783598,-0.5168618629823947,-0.48146848699039874,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,0
-0.7749678202783598,-0.5168618629823947,0.13687525967952896,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,-1
-0.7749678202783598,-0.5168618629823947,1.8476262921329956,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,-1
-0.7749678202783598,-0.5168618629823947,-0.7185002565472043,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,0
-0.7749678202783598,-0.5168618629823947,-0.48146848699039874,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,0
-0.7749678202783598,-0.5168618629823947,0.13687525967952896,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,-1
-0.7749678202783598,-0.5168618629823947,1.8476262921329956,-1.1801688747243215,0.6062264889591121,0,1,0,0,0,0,0,1,0,5,1,1344.0,0,-1
1.4836784402767766,-0.43842431021017914,-0.5175385388794779,-1.0997982671120698,0.6062264889591121,0,1,0,0,0,0,0,1,0,1,0,2184.0,3,-1
1.4836784402767766,-0.43842431021017914,-0.08985078076611118,-1.0997982671120698,0.6062264889591121,0,1,0,0,0,0,0,1,0,1,0,2184.0,3,-1
1.4836784402767766,-0.04623654634910123,-0.48146848699039874,0.7085404041635911,-0.508277230917684,0,1,0,0,0,0,0,1,0,1,0,2184.0,3,-1
1.4836784402767766,-0.43842431021017914,-0.5175385388794779,-1.3409100899488247,1.7207302088359082,0,1,0,0,0,0,0,1,0,1,0,2184.0,3,-1
1.4836784402767766,-0.43842431021017914,-0.08985078076611118,-1.3409100899488247,1.7207302088359082,0,1,0,0,0,0,0,1,0,1,0,2184.0,3,-1
1.4836784402767766,-0.04623654634910123,-0.48146848699039874,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,1,0,2184.0,3,-1
0.12849068394369478,-1.4842583471730535,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,5,1,720.0,4,-1
0.12849068394369478,-1.4842583471730535,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,1,0,696.0,4,-1
0.12849068394369478,-0.9613413286916164,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,3,0,216.0,2,-1
0.12849068394369478,-0.9613413286916164,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,0,0,240.0,2,-1
0.12849068394369478,-0.9613413286916164,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,4,0,192.0,2,-1
0.12849068394369478,-0.9613413286916164,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,3,0,216.0,2,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,3,0,744.0,4,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,3,0,744.0,4,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,3,0,744.0,4,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,6,1,720.0,4,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,6,1,720.0,4,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,6,1,720.0,4,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,1,0,696.0,4,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,1,0,696.0,4,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,1.2711346574493523,-1.065529090856082,0,1,0,0,0,1,0,0,0,1,0,696.0,4,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1008.0,8,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1008.0,8,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1008.0,8,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1008.0,8,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1008.0,8,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1008.0,8,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1080.0,8,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1080.0,8,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1080.0,8,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1056.0,8,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1056.0,8,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1056.0,8,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1056.0,8,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1056.0,8,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1056.0,8,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,4,0,1080.0,8,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,4,0,1080.0,8,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,4,0,1080.0,8,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,0.4674285813268363,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,2184.0,3,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,2280.0,3,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,2280.0,3,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,2280.0,3,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,1512.0,0,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,1,0,1272.0,0,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,1,0,1272.0,0,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,1,0,1272.0,0,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,1608.0,6,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,1608.0,6,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,1608.0,6,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,2
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,3
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,2
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,3
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,2
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,3
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,2
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,3
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,2
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,1656.0,6,3
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1656.0,6,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1632.0,6,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1632.0,6,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1632.0,6,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1632.0,6,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1632.0,6,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1632.0,6,-1
0.12849068394369478,-0.5691535648305385,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1656.0,6,-1
0.12849068394369478,-0.5691535648305385,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1656.0,6,-1
0.12849068394369478,-0.5691535648305385,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,3,0,1656.0,6,-1
-0.3232385681673325,-1.0659247323879038,-0.6875830692137079,-0.014795064346673293,-1.065529090856082,0,1,0,0,0,0,0,1,0,0,0,5568.0,5,-1
0.12849068394369478,1.3133477017026354,-0.48146848699039874,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,2568.0,7,-1
0.12849068394369478,1.3133477017026354,0.13687525967952896,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,2568.0,7,-1
0.12849068394369478,1.3133477017026354,1.8682377503553265,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,5,1,2568.0,7,-1
0.12849068394369478,1.5225145090952104,-0.48146848699039874,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1800.0,6,-1
0.12849068394369478,1.5225145090952104,0.13687525967952896,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1800.0,6,-1
0.12849068394369478,1.5225145090952104,1.8682377503553265,2.5570643792453778,-0.508277230917684,0,1,0,0,0,1,0,0,0,6,1,1800.0,6,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,2,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,4,0,744.0,4,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,4,0,744.0,4,-1
0.12849068394369478,-0.8829037759194007,1.8682377503553265,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,4,0,744.0,4,-1
0.12849068394369478,-0.8829037759194007,-0.48146848699039874,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,720.0,4,-1
0.12849068394369478,-0.8829037759194007,0.13687525967952896,-0.5372040138263087,-0.508277230917684,0,1,0,0,0,1,0,0,0,0,0,720.0,4,-1
